Index,Beats Per Minute (BPM),Energy,Danceability,Loudness (dB),Liveness,Valence,Length (Duration),Acousticness,Speechiness,Clusters
1638,109,59,57,-8,69,36,306.0,67,6,5
1639,75,41,52,-13,35,28,511.0,20,3,7
1640,132,53,58,-7,31,22,288.0,68,3,8
1641,141,66,38,-6,8,33,353.0,12,3,1
1642,150,63,34,-7,7,35,241.0,16,4,1
1643,90,82,40,-7,37,10,231.0,0,5,2
1644,168,94,32,-7,10,54,178.0,3,10,1
1645,119,58,73,-7,3,96,259.0,24,3,0
1646,120,43,51,-10,6,21,309.0,18,4,7
1647,132,86,61,-9,26,64,243.0,3,4,9
1648,94,45,36,-10,28,14,271.0,6,2,7
1649,145,99,64,-7,16,17,378.0,1,5,2
1650,98,91,53,-4,23,81,178.0,2,3,9
1651,84,79,10,-4,36,18,277.0,0,4,2
1652,93,57,58,-8,8,37,235.0,25,2,7
1653,174,52,81,-14,10,59,213.0,6,30,0
1654,115,39,62,-12,91,44,196.0,68,4,5
1655,128,87,55,-4,22,19,322.0,3,4,2
1656,99,65,59,-9,13,39,245.0,22,3,2
1657,175,87,37,-5,23,48,259.0,0,4,1
1658,163,92,33,-4,13,34,290.0,6,6,1
1659,94,29,74,-13,9,44,195.0,29,3,8
1660,138,44,50,-8,9,14,406.0,48,3,8
1661,138,45,49,-12,18,13,254.0,31,3,7
1662,100,80,79,-6,11,27,319.0,43,4,8
1663,78,31,51,-10,13,22,223.0,93,5,3
1664,139,80,76,-6,17,91,258.0,3,4,9
1665,119,25,54,-12,14,14,250.0,52,4,3
1666,136,46,53,-6,18,29,266.0,70,3,8
1667,160,61,28,-8,11,16,290.0,28,4,1
1668,90,91,86,-6,32,73,284.0,21,13,9
1669,150,80,29,-5,36,12,448.0,47,4,1
1670,73,34,44,-13,11,30,219.0,48,3,3
1671,143,48,66,-9,12,64,191.0,64,4,6
1672,94,77,53,-6,26,45,212.0,1,3,2
1673,150,82,55,-9,4,57,217.0,2,5,2
1674,80,51,65,-10,40,39,241.0,7,6,7
1675,135,37,24,-8,9,30,251.0,84,3,4
1676,76,71,52,-7,18,54,264.0,25,4,2
1677,110,43,60,-10,17,27,336.0,29,3,7
1678,74,23,45,-13,20,13,291.0,17,3,7
1679,73,40,41,-8,16,21,259.0,58,3,8
1680,127,79,77,-10,5,96,266.0,2,3,9
1681,137,49,76,-11,21,88,257.0,67,3,6
1682,122,83,59,-6,38,58,325.0,10,4,2
1683,123,36,30,-9,10,15,240.0,81,3,4
1684,84,54,77,-7,13,32,280.0,37,10,8
1685,124,43,42,-12,25,4,300.0,68,4,4
1686,130,47,80,-9,32,59,344.0,25,4,0
1687,84,13,21,-14,96,17,272.0,73,3,3
1688,87,33,52,-14,12,12,267.0,58,3,3
1689,149,67,29,-9,24,22,255.0,0,4,1
1690,122,72,40,-9,5,48,258.0,0,6,2
1691,54,56,36,-6,31,14,230.0,18,3,7
1692,90,86,53,-3,13,44,443.0,0,3,2
1693,88,38,42,-12,9,35,257.0,7,3,7
1694,123,73,72,-6,8,62,333.0,21,4,9
1695,98,37,48,-15,12,17,277.0,66,4,3
1696,132,39,35,-10,15,36,153.0,22,3,7
1697,127,58,79,-10,17,26,527.0,18,4,7
1698,174,42,53,-12,8,19,411.0,31,3,7
1699,107,79,75,-5,5,89,221.0,5,3,9
1700,130,82,55,-7,6,77,240.0,7,3,9
1701,138,62,63,-7,16,50,225.0,54,3,8
1702,155,47,34,-11,10,16,237.0,38,3,7
1703,127,35,53,-15,15,73,193.0,12,3,0
1704,68,51,33,-9,37,29,215.0,40,6,7
1705,61,36,34,-11,33,9,312.0,11,3,7
1706,121,36,57,-10,17,9,236.0,51,3,8
1707,110,86,77,-6,16,89,173.0,10,3,9
1708,81,54,56,-9,16,31,207.0,9,3,7
1709,92,29,77,-17,57,51,299.0,3,14,0
1710,137,24,61,-16,11,16,331.0,24,3,7
1711,137,76,60,-11,6,39,243.0,0,3,2
1712,89,65,87,-5,28,67,305.0,30,29,9
1713,135,72,27,-10,84,34,455.0,2,6,5
1714,99,29,49,-8,18,4,317.0,65,3,3
1715,104,88,80,-7,14,82,281.0,19,4,9
1716,71,58,39,-7,22,38,295.0,47,3,8
1717,169,72,41,-8,8,31,189.0,0,4,1
1718,126,88,58,-7,15,79,253.0,20,5,9
1719,171,92,36,-6,41,52,357.0,3,5,1
1720,70,13,35,-14,17,29,161.0,85,4,3
1721,125,92,64,-6,33,72,234.0,0,4,9
1722,164,43,26,-13,19,55,198.0,55,3,4
1723,75,51,36,-9,17,32,264.0,6,3,7
1724,158,88,41,-6,8,36,251.0,0,4,1
1725,104,86,53,-5,24,86,291.0,19,3,9
1726,164,85,25,-7,5,19,387.0,4,6,1
1727,100,33,43,-9,14,36,206.0,89,3,3
1728,94,9,48,-18,11,22,256.0,89,4,3
1729,96,66,64,-6,30,33,264.0,1,3,2
1730,136,37,53,-12,9,22,284.0,73,4,4
1731,166,50,40,-12,10,68,257.0,83,4,4
1732,142,95,53,-5,16,38,280.0,0,8,2
1733,133,88,49,-5,27,25,396.0,0,4,2
1734,136,99,61,-5,11,23,343.0,0,15,2
1735,113,37,47,-5,19,22,160.0,25,3,7
1736,95,43,48,-8,16,65,153.0,18,3,0
1737,126,31,45,-8,17,37,250.0,98,3,4
1738,76,39,26,-11,11,12,229.0,6,3,7
1739,92,64,56,-8,14,61,234.0,49,3,6
1740,103,61,71,-14,8,88,195.0,4,3,0
1741,119,50,75,-9,9,34,258.0,1,4,7
1742,99,28,43,-12,12,4,280.0,73,3,3
1743,121,95,70,-4,9,89,192.0,64,7,6
1744,130,82,68,-6,4,32,335.0,1,5,2
1745,144,90,43,-4,21,60,279.0,0,4,2
1746,87,49,59,-8,6,35,283.0,14,2,7
1747,76,40,34,-9,11,7,291.0,76,4,3
1748,177,21,49,-11,10,22,179.0,96,4,4
1749,142,63,76,-10,4,93,181.0,35,31,6
1750,153,23,38,-12,13,15,225.0,85,3,4
1751,89,77,41,-8,24,43,388.0,51,4,8
1752,77,52,44,-9,15,18,305.0,18,3,7
1753,121,80,96,-5,9,84,430.0,0,15,9
1754,110,86,33,-7,97,38,319.0,5,5,5
1755,98,91,51,-7,17,46,206.0,1,4,2
1756,166,49,38,-12,11,21,211.0,24,6,7
1757,153,63,57,-9,27,79,300.0,13,4,9
1758,133,97,51,-4,19,53,305.0,0,4,2
1759,135,55,44,-8,54,26,347.0,49,3,8
1760,106,85,54,-6,60,60,299.0,7,3,5
1761,77,13,44,-19,18,13,239.0,81,4,3
1762,102,59,59,-7,8,36,278.0,0,3,2
1763,133,80,52,-6,61,63,257.0,0,3,5
1764,128,51,57,-13,13,28,435.0,4,3,7
1765,94,46,56,-7,21,45,270.0,38,2,8
1766,81,20,37,-14,30,14,205.0,71,4,3
1767,121,66,38,-5,25,14,299.0,17,3,7
1768,80,9,46,-15,8,31,282.0,97,3,3
1769,99,29,27,-10,11,15,244.0,86,3,3
1770,77,42,62,-9,14,22,331.0,2,4,7
1771,96,50,92,-10,7,56,194.0,1,10,0
1772,102,39,48,-11,8,25,340.0,23,3,7
1773,122,51,48,-10,17,51,242.0,38,4,8
1774,134,51,41,-9,69,38,257.0,52,4,5
1775,109,50,27,-9,10,13,266.0,28,3,7
1776,103,90,35,-6,39,53,256.0,0,5,2
1777,118,57,68,-9,9,65,313.0,10,3,0
1778,84,48,50,-8,20,47,190.0,48,9,8
1779,117,58,73,-8,10,55,268.0,2,3,0
1780,122,98,71,-7,76,58,255.0,3,5,5
1781,108,84,72,-5,24,68,238.0,26,5,9
1782,96,80,22,-6,9,26,291.0,0,4,2
1783,128,80,57,-8,9,21,281.0,2,3,2
1784,91,22,69,-15,11,47,233.0,92,6,3
1785,127,90,56,-6,57,80,267.0,12,10,5
1786,99,47,87,-10,13,64,234.0,62,4,6
1787,93,74,67,-8,20,77,282.0,14,19,9
1788,81,90,39,-7,11,20,255.0,4,7,2
1789,167,61,24,-8,22,33,258.0,66,3,4
1790,131,48,30,-12,73,24,231.0,77,6,4
1791,143,90,72,-4,7,96,189.0,9,10,9
1792,116,19,56,-13,11,12,321.0,73,3,3
1793,110,89,60,-9,17,53,323.0,10,5,2
1794,136,17,54,-13,9,24,238.0,74,5,4
1795,145,28,81,-15,21,81,206.0,58,3,6
1796,117,27,39,-14,11,17,275.0,17,3,7
1797,179,54,45,-7,6,61,266.0,68,3,4
1798,174,38,44,-11,10,19,263.0,36,3,4
1799,150,59,44,-7,10,25,266.0,15,3,1
1800,154,24,50,-12,13,31,272.0,84,3,4
1801,96,77,59,-3,13,33,330.0,0,3,2
1802,90,40,62,-10,15,35,254.0,9,2,7
1803,136,92,47,-4,26,54,235.0,0,4,2
1804,130,66,44,-8,10,18,270.0,20,7,7
1805,89,72,60,-5,11,55,216.0,8,3,2
1806,123,80,46,-3,8,51,255.0,0,6,2
1807,97,74,57,-6,9,66,258.0,6,3,9
1808,125,96,46,-5,9,37,261.0,0,7,2
1809,204,47,24,-8,12,39,205.0,31,4,1
1810,95,87,60,-7,8,65,256.0,57,4,6
1811,127,10,34,-16,10,26,205.0,81,3,3
1812,95,64,30,-8,25,33,241.0,0,3,7
1813,139,28,49,-12,11,16,237.0,65,3,4
1814,130,62,77,-8,9,51,217.0,10,4,0
1815,150,79,34,-6,14,43,264.0,0,4,1
1816,104,87,73,-6,9,78,200.0,4,3,9
1817,98,62,60,-7,8,5,265.0,0,3,7
1818,150,40,45,-12,6,17,332.0,3,3,7
1819,95,91,92,-2,9,31,162.0,3,27,2
1820,77,17,50,-16,14,25,263.0,95,3,3
1821,149,90,43,-5,61,68,167.0,1,5,5
1822,181,85,15,-5,9,29,268.0,0,5,1
1823,140,43,44,-10,14,26,269.0,54,3,4
1824,116,92,61,-4,30,96,295.0,16,3,9
1825,86,68,87,-6,9,82,268.0,4,32,9
1826,112,65,58,-8,11,13,286.0,1,3,7
1827,127,92,63,-5,11,36,290.0,12,5,2
1828,87,35,27,-9,33,33,180.0,55,3,3
1829,100,29,40,-14,11,34,182.0,94,3,3
1830,119,26,67,-14,6,37,147.0,45,5,8
1831,118,31,65,-9,7,61,180.0,57,4,8
1832,127,60,62,-9,7,96,179.0,72,3,6
1833,104,59,66,-8,35,78,158.0,62,3,6
1834,175,10,38,-21,6,44,165.0,91,5,4
1835,108,44,50,-10,13,71,169.0,67,3,6
1836,125,85,48,-9,4,94,155.0,64,5,6
1837,66,9,36,-18,11,19,187.0,92,5,3
1838,160,80,49,-10,7,97,174.0,27,4,9
1839,111,24,60,-17,25,47,217.0,89,4,3
1840,107,22,53,-14,11,33,185.0,84,3,3
1841,117,58,30,-7,10,23,271.0,0,3,7
1842,111,53,69,-10,28,78,156.0,19,3,0
1843,172,40,39,-8,8,59,192.0,89,3,4
1844,174,38,21,-10,30,45,191.0,72,3,4
1845,139,81,59,-6,10,80,154.0,14,4,9
1846,135,63,42,-7,59,81,245.0,75,8,6
1847,138,58,65,-8,12,74,164.0,41,4,6
1848,99,69,60,-11,33,76,206.0,2,3,0
1849,97,18,33,-12,9,32,126.0,88,3,3
1850,136,86,72,-8,13,93,223.0,4,3,9
1851,95,72,48,-7,19,56,370.0,73,3,8
1852,177,37,43,-12,11,65,125.0,18,4,0
1853,95,73,53,-8,10,76,140.0,19,3,9
1854,99,21,34,-17,18,29,218.0,40,3,3
1855,117,29,58,-13,11,67,162.0,65,3,6
1856,79,33,40,-9,19,55,174.0,86,4,3
1857,97,78,41,-9,8,71,199.0,31,6,9
1858,103,44,69,-11,11,44,146.0,45,3,8
1859,113,28,33,-11,18,37,165.0,72,3,4
1860,80,14,22,-15,11,13,267.0,86,3,3
1861,100,65,53,-9,11,42,179.0,29,4,8
1862,109,43,72,-12,10,67,186.0,7,4,0
1863,120,47,46,-10,44,64,149.0,51,3,6
1864,159,80,46,-9,40,61,202.0,5,9,1
1865,117,49,52,-8,6,48,173.0,25,3,7
1866,112,61,55,-10,5,64,162.0,35,3,6
1867,138,28,58,-9,31,81,127.0,94,4,6
1868,83,75,39,-7,14,27,215.0,78,4,8
1869,112,44,55,-14,44,63,187.0,53,7,6
1870,137,90,60,-7,7,62,219.0,4,5,9
1871,129,25,34,-16,11,30,190.0,65,3,4
1872,126,75,57,-5,9,90,180.0,40,3,6
1873,93,38,49,-12,10,53,150.0,83,3,3
1874,127,49,73,-14,9,80,222.0,30,4,0
1875,100,68,51,-8,8,79,185.0,36,4,6
1876,97,15,52,-20,12,21,174.0,13,3,7
1877,125,47,60,-8,6,49,211.0,10,3,0
1878,127,18,56,-15,15,37,123.0,83,4,3
1879,110,46,49,-9,57,71,208.0,74,3,6
1880,81,35,48,-10,12,71,120.0,78,3,6
1881,81,24,54,-17,13,57,167.0,69,4,3
1882,103,13,59,-15,26,7,202.0,19,6,7
1883,125,63,39,-7,13,72,153.0,72,3,6
1884,85,48,20,-5,7,17,269.0,47,3,7
1885,106,30,35,-12,14,3,703.0,16,3,7
1886,163,46,36,-14,92,18,337.0,29,7,5
1887,151,58,49,-11,41,91,183.0,18,4,0
1888,115,56,81,-5,5,97,148.0,16,4,9
1889,107,29,55,-13,9,32,151.0,49,3,8
1890,114,39,63,-10,10,65,182.0,41,4,6
1891,132,17,41,-16,11,35,229.0,92,4,3
1892,169,77,35,-6,2,53,210.0,1,4,1
1893,133,47,40,-8,11,39,219.0,33,3,7
1894,125,73,41,-6,9,44,430.0,37,3,2
1895,98,50,39,-12,7,29,247.0,34,18,7
1896,95,40,54,-11,10,23,341.0,70,3,3
1897,71,53,52,-8,5,43,146.0,18,8,7
1898,144,26,36,-11,11,49,179.0,91,3,4
1899,119,47,70,-9,32,76,130.0,69,4,6
1900,80,50,50,-11,20,34,201.0,35,5,8
1901,96,67,45,-9,80,58,123.0,9,7,5
1902,65,33,31,-9,14,67,208.0,5,3,7
1903,109,91,53,-5,7,49,171.0,1,8,2
1904,105,55,52,-11,17,52,196.0,83,3,8
1905,103,48,40,-8,16,65,230.0,35,3,6
1906,76,44,31,-7,51,22,258.0,41,3,7
1907,140,24,70,-13,9,66,158.0,63,5,6
1908,82,24,55,-14,12,33,413.0,18,4,7
1909,85,56,40,-11,59,65,276.0,8,5,5
1910,114,66,60,-13,7,91,139.0,54,6,6
1911,130,60,66,-11,18,80,152.0,43,3,6
1912,112,67,50,-6,22,48,179.0,5,3,2
1913,128,21,38,-12,11,39,215.0,94,3,4
1914,80,78,53,-6,22,96,167.0,71,4,6
1915,108,69,51,-7,17,42,194.0,16,2,2
1916,115,48,68,-13,12,78,250.0,48,4,6
1917,90,75,42,-10,17,79,146.0,20,5,9
1918,132,58,50,-9,32,65,175.0,41,3,6
1919,95,41,54,-13,10,82,185.0,16,3,0
1920,90,38,42,-13,27,52,182.0,73,3,3
1921,112,52,46,-9,28,35,256.0,65,3,8
1922,104,37,77,-11,8,54,164.0,68,3,8
1923,94,13,69,-14,6,37,138.0,75,3,3
1924,100,73,39,-8,10,62,272.0,0,3,2
1925,115,65,45,-9,17,70,285.0,2,3,0
1926,113,81,44,-6,8,56,241.0,0,6,2
1927,184,53,41,-9,31,41,206.0,19,3,1
1928,133,36,59,-14,6,50,217.0,48,4,8
1929,111,32,65,-9,19,28,167.0,21,3,7
1930,110,58,55,-13,4,46,298.0,19,3,7
1931,92,46,61,-14,7,81,244.0,71,5,6
1932,77,17,27,-21,12,20,139.0,73,4,3
1933,167,52,18,-8,6,42,222.0,39,3,1
1934,144,55,63,-9,10,52,274.0,37,5,8
1935,122,72,62,-10,76,89,176.0,20,4,5
1936,176,91,21,-7,5,45,313.0,48,39,1
1937,130,62,44,-11,17,70,517.0,6,3,0
1938,146,73,44,-12,24,54,213.0,26,10,1
1939,80,29,26,-10,16,25,198.0,14,3,7
1940,102,44,48,-14,6,42,148.0,1,3,7
1941,99,56,45,-9,5,61,191.0,24,3,0
1942,145,46,31,-9,13,43,188.0,16,3,7
1943,170,34,25,-16,14,37,450.0,80,3,4
1944,83,43,48,-6,15,61,157.0,69,2,8
1945,126,49,51,-10,11,65,180.0,26,3,0
1946,142,97,48,-7,6,49,163.0,7,9,2
1947,110,64,52,-6,32,66,180.0,57,3,6
1948,129,54,56,-10,18,39,186.0,3,3,7
1949,140,44,30,-13,18,43,319.0,7,3,7
1950,119,63,63,-8,17,49,271.0,45,3,8
1951,117,38,49,-11,41,71,261.0,4,3,0
1952,90,90,41,-12,41,42,334.0,5,41,2
1953,63,13,53,-16,24,58,204.0,61,3,3
1954,133,66,64,-8,15,66,141.0,20,4,0
1955,89,27,40,-17,11,49,167.0,72,3,3
1956,179,77,51,-6,6,94,142.0,6,3,9
1957,86,62,32,-10,25,47,449.0,64,6,8
1958,145,43,31,-11,10,31,312.0,29,6,7
1959,75,38,40,-7,12,23,277.0,70,3,3
1960,165,38,53,-12,9,19,260.0,3,4,7
1961,134,34,40,-11,14,38,182.0,20,3,7
1962,136,6,32,-22,14,26,191.0,83,4,3
1963,95,72,27,-6,6,26,320.0,1,3,2
1964,128,76,69,-6,8,96,188.0,46,4,6
1965,182,50,40,-11,13,82,149.0,39,8,6
1966,124,72,54,-9,26,47,181.0,2,4,2
1967,80,45,39,-10,19,39,240.0,0,3,7
1968,121,39,72,-17,5,79,187.0,16,3,0
1969,129,44,54,-9,40,37,215.0,61,5,8
1970,103,59,47,-10,14,22,202.0,20,14,7
1971,117,39,68,-16,11,55,315.0,7,5,0
1972,101,42,48,-10,14,47,197.0,9,3,7
1973,91,46,55,-9,10,54,325.0,34,3,8
1974,87,55,27,-10,10,43,386.0,4,5,7
1975,118,62,48,-10,14,19,320.0,6,3,7
1976,156,30,40,-15,10,19,249.0,63,3,4
1977,108,54,86,-9,7,87,166.0,58,8,6
1978,197,71,31,-9,26,67,151.0,0,10,1
1979,121,3,31,-22,16,14,261.0,73,4,3
1980,109,90,43,-5,12,77,190.0,41,7,9
1981,89,55,38,-9,31,25,263.0,4,3,7
1982,75,66,40,-10,17,51,413.0,77,12,8
1983,127,87,41,-6,83,65,1.292,0,4,5
1984,129,41,46,-11,28,44,173.0,5,4,7
1985,154,36,45,-13,20,30,444.0,47,4,4
1986,95,66,56,-8,14,96,119.0,65,6,6
1987,167,58,65,-10,7,92,146.0,41,8,6
1988,119,24,75,-15,9,43,216.0,83,12,3
1989,168,7,17,-21,14,10,298.0,92,3,4
1990,94,21,70,-12,11,72,128.0,84,7,6
1991,175,76,36,-8,76,95,136.0,73,6,5
1992,168,80,53,-9,31,97,162.0,74,7,6
1993,174,26,45,-13,7,60,324.0,54,4,4
1994,133,50,49,-10,16,83,148.0,74,3,6
